Title,Location,Area,Status,Price,Year,Bathroom,District
3 BHK Apartment,"Vasant Kunj, Delhi",2000,Ready to move,2.1,,2 Bathrooms,South/West/Central Delhi
2 BHK Apartment,"Vasant Kunj, Delhi",1400,Ready to move,1.65,,2 Bathrooms,South/West/Central Delhi
4 BHK Independent Floor,"Greater Kailash, Delhi",5400,Ready to move,8.5,,4 Bathrooms,South/West/Central Delhi
3 BHK Apartment,"Sector 12 Dwarka, Delhi",1750,Ready to move,1.8,,3 Bathrooms,South/West/Central Delhi
2 BHK Apartment,"Tri Nagar, Delhi",450,Ready to move,33,,2 Bathrooms,South-West Delhi
4 BHK Independent Floor,"Ashok Vihar, Delhi",1710,Ready to move,3.45,,3 Bathrooms,South/West/Central Delhi
3 BHK Independent Floor,"Sector 25 Rohini, Delhi",900,Ready to move,1.08,,5 - 6 years old,South/West/Central Delhi
3 BHK Independent Floor,"Sector 25 Rohini, Delhi",900,Ready to move,1.05,,5 - 6 years old,South/West/Central Delhi
3 BHK Apartment,"Sector 4 Dwarka, Delhi",1700,Ready to move,1.45,,2 Bathrooms,South/West/Central Delhi
3 BHK Independent Floor,"Shahdara, Delhi",1100,Under Construction,70,,2 Bathrooms,South-West Delhi
2 BHK Apartment,"Dwarka Mor, Delhi",540,Ready to move,25,,2 - 3 years old,South-West Delhi
2 BHK Apartment,,660,Ready to move,28,,,South-West Delhi
3 BHK Apartment,,775,Ready to move,35,,,South-West Delhi
3 BHK Apartment,,860,Ready to move,40,,,South-West Delhi
3 BHK Apartment,,910,Ready to move,45,,,South-West Delhi
2 BHK Apartment,,600,Ready to move,25,,,South-West Delhi
2 BHK Apartment,,550,Ready to move,23,,,South-West Delhi
2 BHK Independent Floor,,550,Ready to move,25.5,,,South-West Delhi
4 BHK Independent Floor,,1000,Ready to move,48.5,,,South-West Delhi
Residential Plot,,900,New,4.5,,,South/West/Central Delhi
Residential Plot,,1890,Resale,4.52,,,South/West/Central Delhi
Residential Plot,,1080,Resale,3.25,,,South/West/Central Delhi
Residential Plot,,14500,New,9,,,South/West/Central Delhi
Residential Plot,,1080,New,79,,,South-West Delhi
Residential Plot,,2250,New,2,,,South/West/Central Delhi
Residential Plot,,900,New,80,,,South-West Delhi
Residential Plot,,900,Resale,4.25,,,South/West/Central Delhi
Residential Plot,,900,New,80,,,South-West Delhi
Residential Plot,,747,New,80,,,South-West Delhi
Residential Plot,,675,Resale,90,,,South-West Delhi
Residential Plot,,765,Resale,1.15,,,South/West/Central Delhi
2 BHK Independent Floor,,650,Under Construction,53,,,South-West Delhi
2 BHK Independent Floor,,550,Ready to move,45.5,,,South-West Delhi
4 BHK Independent Floor,,2250,Ready to move,3.6,,,South/West/Central Delhi
2 BHK Independent Floor,,650,Under Construction,60,,,South-West Delhi
2 BHK Independent Floor,,550,Ready to move,42,,,South-West Delhi
2 BHK Independent Floor,,700,Ready to move,65,,,South-West Delhi
2 BHK Independent Floor,,550,Ready to move,48,,,South-West Delhi
2 BHK Independent Floor,,700,Ready to move,65,,,South-West Delhi
3 BHK Independent Floor,,1800,Ready to move,1.8,,,South/West/Central Delhi
3 BHK Independent Floor,,950,Ready to move,95,,,South-West Delhi
4 BHK Independent Floor,,3600,Ready to move,4.5,,,South/West/Central Delhi
4 BHK Independent Floor,,2250,Ready to move,3.15,,,South/West/Central Delhi
3 BHK Independent Floor,,1100,Ready to move,1.25,,,South/West/Central Delhi
4 BHK Independent Floor,,1600,Ready to move,2.05,,,South/West/Central Delhi
3 BHK Independent Floor,,800,Ready to move,82,,,South-West Delhi
4 BHK Independent Floor,,1200,Ready to move,1.1,,,South/West/Central Delhi
4 BHK Independent Floor,,2300,Ready to move,2,,,South/West/Central Delhi
3 BHK Independent Floor,,800,Ready to move,79,,,South-West Delhi
4 BHK Independent Floor,,1650,Ready to move,2.25,,,South/West/Central Delhi
3 BHK Apartment,,1750,Ready to move,2.15,,,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.68,,,South/West/Central Delhi
3 BHK Apartment,,1750,Ready to move,1.76,,,South/West/Central Delhi
4 BHK Apartment,,2400,Ready to move,2.3,,,South/West/Central Delhi
2 BHK Apartment,,1200,Ready to move,1.1,,,South/West/Central Delhi
4 BHK Apartment,,2400,Ready to move,1.99,,,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.65,,,South/West/Central Delhi
3 BHK Apartment,,1800,Ready to move,2.2,,,South/West/Central Delhi
4 BHK Apartment,,2400,Ready to move,2.7,,,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.7,,,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.45,,,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.7,,,South/West/Central Delhi
4 BHK Apartment,,2400,Ready to move,2.4,,,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.75,,,South/West/Central Delhi
4 BHK Apartment,,2400,Ready to move,2.25,,,South/West/Central Delhi
4 BHK Apartment,,2400,Ready to move,2.25,,,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.45,,,South/West/Central Delhi
4 BHK Apartment,,2200,Ready to move,1.85,,,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.6,,,South/West/Central Delhi
3 BHK Apartment,,1750,Ready to move,1.75,,,South/West/Central Delhi
4 BHK Apartment,,2400,Ready to move,2.25,,,South/West/Central Delhi
3 BHK Apartment,,1750,Ready to move,1.75,,3 Bathrooms,South/West/Central Delhi
1 BHK Apartment,,800,Ready to move,75,,1 Bathrooms,South-West Delhi
3 BHK Apartment,,1700,Ready to move,1.75,,2 Bathrooms,South/West/Central Delhi
1 BHK Apartment,,550,Ready to move,55,,20 - 21 years old,South-West Delhi
3 BHK Apartment,,1700,Ready to move,1.6,,2 Bathrooms,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.43,,2 Bathrooms,South/West/Central Delhi
2 BHK Independent Floor,,900,Ready to move,1.6,,5 - 6 years old,South/West/Central Delhi
2 BHK Independent Floor,,900,Ready to move,1.5,,5 - 6 years old,South/West/Central Delhi
3 BHK Apartment,,1650,Ready to move,1.65,,2 Bathrooms,South/West/Central Delhi
3 BHK Apartment,,1600,Ready to move,1.48,,6 - 7 years old,South/West/Central Delhi
2 BHK Apartment,,1250,Ready to move,1.35,,2 Bathrooms,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.45,,2 Bathrooms,South/West/Central Delhi
3 BHK Apartment,,1600,Ready to move,1.56,,2 Bathrooms,South/West/Central Delhi
4 BHK Apartment,,2600,Ready to move,2.15,,4 Bathrooms,South/West/Central Delhi
4 BHK Apartment,,2400,Ready to move,2.77,,4 Bathrooms,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.65,,3 Bathrooms,South/West/Central Delhi
3 BHK Apartment,,1600,Ready to move,1.55,,3 Bathrooms,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.7,,12 - 13 years old,South/West/Central Delhi
3 BHK Apartment,,1000,Ready to move,55,,0 - 1 year old,South-West Delhi
3 BHK Apartment,,900,Ready to move,48,,0 - 1 year old,South-West Delhi
3 BHK Apartment,"Sector 5 Dwarka, Delhi",1750,Ready to move,1.75,,,South/West/Central Delhi
4 BHK Apartment,"Sector 4 Dwarka, Delhi",2400,Ready to move,2.1,,,South/West/Central Delhi
3 BHK Apartment,"Sector 4 Dwarka, Delhi",1750,Ready to move,1.8,,,South/West/Central Delhi
4 BHK Apartment,"Sector 22 Dwarka, Delhi",2400,Ready to move,2.75,,,South/West/Central Delhi
3 BHK Apartment,"Sector 11 Dwarka, Delhi",1750,Ready to move,1.95,,,South/West/Central Delhi
4 BHK Apartment,"Sector 22 Dwarka, Delhi",2400,Ready to move,2.25,,,South/West/Central Delhi
4 BHK Apartment,"Sector 12 Dwarka, Delhi",2400,Ready to move,3.1,,,South/West/Central Delhi
3 BHK Apartment,"Sector 23 Dwarka, Delhi",1700,Ready to move,1.45,,,South/West/Central Delhi
3 BHK Apartment,"Sector 22 Dwarka, Delhi",1700,Ready to move,1.52,,,South/West/Central Delhi
2 BHK Apartment,"Sector 13 Dwarka, Delhi",1200,Ready to move,1.05,,,South/West/Central Delhi
4 BHK Apartment,"Sector 22 Dwarka, Delhi",2400,Ready to move,2.5,,,South/West/Central Delhi
3 BHK Apartment,"Dwarka Mor, Delhi",1750,Ready to move,1.95,,,South/West/Central Delhi
2 BHK Independent Floor,"Lajpat Nagar, Delhi",900,Ready to move,1.65,,,South/West/Central Delhi
2 BHK Independent Floor,"Lajpat Nagar, Delhi",900,Ready to move,1.6,,,South/West/Central Delhi
2 BHK Independent Floor,"Lajpat Nagar, Delhi",900,Under Construction,1.45,,,South/West/Central Delhi
2 BHK Independent Floor,"Lajpat Nagar, Delhi",900,Ready to move,1.46,,,South/West/Central Delhi
2 BHK Independent Floor,"Lajpat Nagar, Delhi",900,Ready to move,1.47,,,South/West/Central Delhi
2 BHK Independent Floor,"Lajpat Nagar, Delhi",900,Under Construction,1.65,,,South/West/Central Delhi
2 BHK Independent Floor,"Lajpat Nagar, Delhi",900,Ready to move,1.5,,,South/West/Central Delhi
2 BHK Independent Floor,"Dwarka Sector 15, Delhi",650,Under Construction,40,,,South-West Delhi
2 BHK Apartment,"Sector 12 Dwarka, Delhi",,,1.4,,,South/West/Central Delhi
3 BHK Apartment,"Sector 5 Dwarka, Delhi",,,2.25,,,South/West/Central Delhi
3 BHK Apartment,"Sector 2 Dwarka, Delhi",,,1.88,,,South/West/Central Delhi
3 BHK Apartment,"Sector 7 Dwarka, Delhi",,,1.98,,,South/West/Central Delhi
3 BHK Apartment,"Sector 5 Dwarka, Delhi",,,2.05,,,South/West/Central Delhi
4 BHK Apartment,"Sector 19 Dwarka, Delhi",,,2.38,,,South/West/Central Delhi
2 BHK Independent Floor,"Sector 8 Dwarka, Delhi",,,50,,,South-West Delhi
1 BHK Apartment,"Sector 14 Dwarka, Delhi",,,47,,,South-West Delhi
3 BHK Apartment,"Vasant Kunj, Delhi",,,2.8,,,South/West/Central Delhi
1 BHK Independent House,"Sector 3 Rohini, Delhi",,,60,,,South-West Delhi
3 BHK Apartment,"Vasant Kunj, Delhi",,,2.4,,,South/West/Central Delhi
3 BHK Independent Floor,"Razapur Khurd, Delhi",,,46,,,South-West Delhi
3 BHK Apartment,"Sector 5 Dwarka, Delhi",,,1.8,,,South/West/Central Delhi
2 BHK Apartment,"Sector 11 Dwarka, Delhi",,,1.1,,,South/West/Central Delhi
3 BHK Apartment,"Sector 19 Dwarka, Delhi",,,1.95,,,South/West/Central Delhi
2 BHK Independent Floor,"Sector 19 Dwarka, Delhi",,,65,,,South-West Delhi
4 BHK Apartment,"Sector 5 Dwarka, Delhi",,,2.18,,,South/West/Central Delhi
3 BHK Apartment,"Sector 2 Dwarka, Delhi",,,1.6,,,South/West/Central Delhi
3 BHK Apartment,"Sector 4 Dwarka, Delhi",,,1.75,,,South/West/Central Delhi
3 BHK Apartment,"Sector 3 Dwarka, Delhi",,,2.25,,,South/West/Central Delhi
2 BHK Apartment,"Sector 19 Dwarka, Delhi",1500,Ready to move,1.48,,,South/West/Central Delhi
4 BHK Apartment,"Sector 5 Dwarka, Delhi",2000,Ready to move,2.2,,,South/West/Central Delhi
2 BHK Apartment,"Sector 6 Dwarka, Delhi",1400,Ready to move,1.4,,,South/West/Central Delhi
3 BHK Apartment,"Sector 23 Dwarka, Delhi",1800,Ready to move,1.61,,,South/West/Central Delhi
3 BHK Apartment,"Sector 10 Dwarka, Delhi",1700,Ready to move,1.65,,,South/West/Central Delhi
2 BHK Apartment,"Sector 13 Dwarka, Delhi",1200,Ready to move,1.16,,,South/West/Central Delhi
3 BHK Apartment,"Sector 4 Dwarka, Delhi",1700,Ready to move,1.61,,,South/West/Central Delhi
3 BHK Apartment,"Sector 5 Dwarka, Delhi",1800,Ready to move,1.55,,,South/West/Central Delhi
3 BHK Apartment,"Sector 6 Dwarka, Delhi",1800,Ready to move,1.95,,,South/West/Central Delhi
3 BHK Apartment,"Sector 22 Dwarka, Delhi",2000,Ready to move,2.55,,,South/West/Central Delhi
3 BHK Apartment,"Sector 7 Dwarka, Delhi",1800,Ready to move,1.55,,,South/West/Central Delhi
4 BHK Apartment,"Sector 11 Dwarka, Delhi",2000,Ready to move,1.85,,,South/West/Central Delhi
3 BHK Apartment,"Sector 10 Dwarka, Delhi",1700,Ready to move,1.65,,,South/West/Central Delhi
4 BHK Apartment,"Sector 10 Dwarka, Delhi",1800,Ready to move,1.8,,,South/West/Central Delhi
3 BHK Apartment,"Sector 11 Dwarka, Delhi",1650,Ready to move,1.55,,,South/West/Central Delhi
4 BHK Apartment,"Sector 5 Dwarka, Delhi",2200,Ready to move,1.69,,,South/West/Central Delhi
2 BHK Apartment,"Sector 6 Dwarka, Delhi",1300,Ready to move,1.35,,,South/West/Central Delhi
2 BHK Apartment,"Sector 6 Dwarka, Delhi",1300,Ready to move,1.3,,,South/West/Central Delhi
3 BHK Apartment,"Sector 12 Dwarka, Delhi",1600,Ready to move,1.5,,,South/West/Central Delhi
3 BHK Apartment,"Sector 10 Dwarka, Delhi",1700,Ready to move,1.4,,,South/West/Central Delhi
2 BHK Apartment,,1400,Ready to move,1.4,,,South/West/Central Delhi
3 BHK Apartment,,1800,Ready to move,1.61,,,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.65,,,South/West/Central Delhi
2 BHK Apartment,,1200,Ready to move,1.16,,,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.61,,,South/West/Central Delhi
3 BHK Apartment,,1800,Ready to move,1.55,,,South/West/Central Delhi
3 BHK Apartment,,1800,Ready to move,1.95,,,South/West/Central Delhi
4 BHK Apartment,,2000,Ready to move,2.2,,,South/West/Central Delhi
2 BHK Independent Floor,,540,Ready to move,35,,,South-West Delhi
3 BHK Apartment,,1600,Ready to move,1.7,,,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.85,,,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.5,,,South/West/Central Delhi
4 BHK Apartment,,2400,Ready to move,2.9,,,South/West/Central Delhi
3 BHK Apartment,,1750,Ready to move,1.98,,,South/West/Central Delhi
4 BHK Apartment,,1800,Ready to move,1.9,,,South/West/Central Delhi
4 BHK Apartment,,1800,Ready to move,1.95,,,South/West/Central Delhi
4 BHK Apartment,,2400,Ready to move,2.35,,,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.5,,,South/West/Central Delhi
4 BHK Independent Floor,,1400,Ready to move,1.2,,,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.48,,,South/West/Central Delhi
3 BHK Apartment,,720,Ready to move,35.5,,,South-West Delhi
2 BHK Independent Floor,,600,Ready to move,31.5,,,South-West Delhi
3 BHK Apartment,,1800,Ready to move,2.25,,,South/West/Central Delhi
Residential Plot,,900,New,79,,,South-West Delhi
4 BHK Independent Floor,,2250,Ready to move,2.2,,,South/West/Central Delhi
4 BHK Independent Floor,,2300,Ready to move,2.4,,,South/West/Central Delhi
2 BHK Independent Floor,,700,Ready to move,71,,,South-West Delhi
4 BHK Independent Floor,,1800,Ready to move,2.05,,,South/West/Central Delhi
2 BHK Independent Floor,,650,Ready to move,54,,,South-West Delhi
4 BHK Independent Floor,,3600,Ready to move,4.4,,,South/West/Central Delhi
4 BHK Independent Floor,,2300,Ready to move,2.2,,,South/West/Central Delhi
4 BHK Independent Floor,,1800,Ready to move,1.78,,,South/West/Central Delhi
2 BHK Independent Floor,,680,Ready to move,52,,,South-West Delhi
4 BHK Independent Floor,,3600,Ready to move,4.6,,,South/West/Central Delhi
3 BHK Independent Floor,,800,Ready to move,72,,,South-West Delhi
3 BHK Independent Floor,,1100,Ready to move,83,,,South-West Delhi
2 BHK Independent Floor,,550,Ready to move,42,,,South-West Delhi
3 BHK Independent Floor,,800,Ready to move,53,,,South-West Delhi
4 BHK Independent Floor,,1800,Ready to move,2.25,,,South/West/Central Delhi
3 BHK Independent Floor,,800,Ready to move,70,,,South-West Delhi
3 BHK Independent Floor,,1100,Ready to move,83,,,South-West Delhi
3 BHK Independent Floor,,800,Ready to move,70,,,South-West Delhi
2 BHK Independent Floor,,550,Ready to move,42,,,South-West Delhi
3 BHK Independent Floor,,800,Ready to move,53,,,South-West Delhi
4 BHK Independent Floor,,1800,Ready to move,2.25,,,South/West/Central Delhi
2 BHK Independent Floor,,650,Ready to move,54,,,South-West Delhi
4 BHK Independent Floor,,3600,Ready to move,4.4,,,South/West/Central Delhi
2 BHK Independent Floor,,680,Ready to move,52,,,South-West Delhi
1 BHK Independent Floor,,400,Ready to move,27,,,South-West Delhi
2 BHK Independent Floor,,550,Ready to move,41,,,South-West Delhi
3 BHK Independent Floor,,1125,Ready to move,1.18,,,South/West/Central Delhi
3 BHK Independent Floor,,800,Ready to move,67,,,South-West Delhi
4 BHK Independent Floor,,1600,Ready to move,2,,,South/West/Central Delhi
3 BHK Independent Floor,,1400,Ready to move,1.05,,,South/West/Central Delhi
1 BHK Independent Floor,,400,Ready to move,26,,,South-West Delhi
1 BHK Independent Floor,,400,Ready to move,23,,,South-West Delhi
2 BHK Independent Floor,,700,Ready to move,45,,,South-West Delhi
3 BHK Apartment,,855,Ready to move,60,,,South-West Delhi
2 BHK Apartment,,495,Ready to move,23.75,,,South-West Delhi
3 BHK Independent Floor,,900,Ready to move,52.3,,,South-West Delhi
4 BHK Apartment,"Sector 12 Dwarka, Delhi",2400,Ready to move,2.1,,,South/West/Central Delhi
3 BHK Apartment,"Sector 5 Dwarka, Delhi",1700,Ready to move,1.88,,,South/West/Central Delhi
3 BHK Apartment,"Sector 10 Dwarka, Delhi",1750,Ready to move,1.82,,,South/West/Central Delhi
3 BHK Apartment,"Sector 22 Dwarka, Delhi",1800,Ready to move,1.7,,,South/West/Central Delhi
3 BHK Apartment,"Sector 7 Dwarka, Delhi",1700,Ready to move,1.75,,,South/West/Central Delhi
3 BHK Apartment,"Sector 6 Dwarka, Delhi",1750,Ready to move,2,,,South/West/Central Delhi
1 RK Studio Apartment,"laxmi nagar, Delhi",330,Ready to move,18,,,South/West/Central Delhi
1 BHK Independent Floor,"Dwarka Sector 15, Delhi",495,Ready to move,18.5,,,South-West Delhi
3 BHK Independent Floor,"Dwarka Sector 15, Delhi",810,Ready to move,47.5,,,South-West Delhi
3 BHK Independent Floor,"Dwarka Sector 15, Delhi",1150,Ready to move,65,,,South-West Delhi
3 BHK Independent Floor,"Uttam Nagar, Delhi",850,Ready to move,49.5,,,South-West Delhi
2 BHK Independent Floor,"Sector 28 Rohini, Delhi",750,Ready to move,40,,,South-West Delhi
3 BHK Independent Floor,"Dwarka Mor, Delhi",810,Ready to move,48,,,South-West Delhi
3 BHK Independent Floor,"Uttam Nagar, Delhi",800,Ready to move,48.5,,,South-West Delhi
3 BHK Independent Floor,"Uttam Nagar, Delhi",850,Ready to move,40.25,,,South-West Delhi
2 BHK Independent Floor,"Uttam Nagar, Delhi",550,Ready to move,28.5,,,South-West Delhi
2 BHK Independent Floor,"Uttam Nagar, Delhi",550,Ready to move,21,,,South-West Delhi
2 BHK Independent Floor,"Uttam Nagar, Delhi",650,Ready to move,24.25,,,South-West Delhi
3 BHK Independent Floor,"Rohini sector 24, Delhi",850,Ready to move,1,,,South/West/Central Delhi
3 BHK Independent Floor,"Uttam Nagar, Delhi",900,Ready to move,55.2,,,South-West Delhi
3 BHK Apartment,,1700,Ready to move,1.65,,,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.47,,,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.45,,,South/West/Central Delhi
3 BHK Apartment,,1750,Ready to move,1.48,,,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.69,,,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.8,,,South/West/Central Delhi
3 BHK Independent Floor,,850,Ready to move,1,,,South/West/Central Delhi
2 BHK Independent Floor,,550,Ready to move,21,,,South-West Delhi
2 BHK Independent Floor,,650,Ready to move,24.25,,,South-West Delhi
3 BHK Independent Floor,,750,Ready to move,30,,,South-West Delhi
3 BHK Apartment,,1700,Ready to move,1.53,,,South/West/Central Delhi
4 BHK Apartment,,2600,Ready to move,1.99,,,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.55,,,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.52,,,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.75,,,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.78,,,South/West/Central Delhi
2 BHK Independent Floor,,600,Ready to move,23.5,,,South-West Delhi
3 BHK Apartment,,1700,Ready to move,1.6,,,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.5,,,South/West/Central Delhi
4 BHK Apartment,,2000,Ready to move,2.4,,,South/West/Central Delhi
3 BHK Apartment,"Sector 19 Dwarka, Delhi",1700,Ready to move,1.53,,,South/West/Central Delhi
3 BHK Apartment,"Sector 4 Dwarka, Delhi",1600,Ready to move,1.62,,,South/West/Central Delhi
3 BHK Apartment,"Sector 3 Dwarka, Delhi",1600,Ready to move,1.5,,,South/West/Central Delhi
3 BHK Apartment,"Sector 11 Dwarka, Delhi",1600,Ready to move,1.56,,,South/West/Central Delhi
4 BHK Apartment,"Sector 11 Dwarka, Delhi",2000,Ready to move,2.07,,,South/West/Central Delhi
3 BHK Apartment,"Sector 11 Dwarka, Delhi",1700,Ready to move,1.6,,,South/West/Central Delhi
3 BHK Apartment,"Sector 6 Dwarka, Delhi",1700,Ready to move,1.5,,,South/West/Central Delhi
3 BHK Apartment,"Sector 13 Dwarka, Delhi",1600,Ready to move,1.52,,,South/West/Central Delhi
3 BHK Apartment,"Sector-18 Dwarka, Delhi",1700,Ready to move,2.5,,,South/West/Central Delhi
3 BHK Apartment,"Sector 6 Dwarka, Delhi",1700,Ready to move,2.3,,,South/West/Central Delhi
3 BHK Independent Floor,"Uttam Nagar, Delhi",1150,Ready to move,92,,,South-West Delhi
2 BHK Independent Floor,"Sector 8 Dwarka, Delhi",720,Ready to move,52.5,,,South-West Delhi
3 BHK Apartment,"Sector 6 Dwarka, Delhi",1600,Ready to move,1.7,,,South/West/Central Delhi
3 BHK Apartment,"Sector 5 Dwarka, Delhi",1700,Ready to move,1.79,,,South/West/Central Delhi
3 BHK Apartment,"Sector 18A Dwarka, Delhi",1700,Ready to move,1.75,,,South/West/Central Delhi
3 BHK Apartment,"Sector 5 Dwarka, Delhi",1700,Ready to move,1.65,,,South/West/Central Delhi
3 BHK Apartment,"Sector 22 Dwarka, Delhi",1800,Ready to move,1.8,,,South/West/Central Delhi
4 BHK Apartment,"Sector 6 Dwarka, Delhi",2000,Ready to move,1.9,,,South/West/Central Delhi
3 BHK Apartment,"Sector 12 Dwarka, Delhi",1750,Ready to move,1.8,,,South/West/Central Delhi
3 BHK Apartment,"Sector 23 Dwarka, Delhi",1700,Ready to move,1.53,,,South/West/Central Delhi
3 BHK Apartment,"Sector 6 Dwarka, Delhi",1700,Ready to move,1.6,,,South/West/Central Delhi
2 BHK Apartment,"Sector 10 Dwarka, Delhi",1300,Ready to move,1.18,,,South/West/Central Delhi
4 BHK Apartment,"Sector 6 Dwarka, Delhi",2200,Ready to move,1.9,,,South/West/Central Delhi
3 BHK Apartment,"Sector 6 Dwarka, Delhi",1700,Ready to move,1.58,,,South/West/Central Delhi
2 BHK Apartment,"Sector 23 Dwarka, Delhi",1100,Ready to move,1.1,,,South/West/Central Delhi
3 BHK Apartment,"Sector 3 Dwarka, Delhi",1700,Ready to move,1.6,,,South/West/Central Delhi
3 BHK Apartment,"Sector 4 Dwarka, Delhi",1600,Ready to move,1.58,,,South/West/Central Delhi
4 BHK Apartment,"Sector-18 Dwarka, Delhi",2400,Ready to move,2.25,,,South/West/Central Delhi
4 BHK Apartment,"Sector 12 Dwarka, Delhi",2400,Ready to move,2.7,,,South/West/Central Delhi
4 BHK Apartment,"Sector 22 Dwarka, Delhi",2400,Ready to move,2.1,,,South/West/Central Delhi
4 BHK Apartment,"Sector 12 Dwarka, Delhi",2500,Ready to move,2.2,,,South/West/Central Delhi
4 BHK Apartment,"Sector 4 Dwarka, Delhi",2400,Ready to move,2.1,,,South/West/Central Delhi
3 BHK Apartment,"Sector 10 Dwarka, Delhi",2200,Ready to move,1.55,,,South/West/Central Delhi
3 BHK Apartment,"Sector 10 Dwarka, Delhi",1800,Ready to move,1.65,,,South/West/Central Delhi
3 BHK Apartment,"Sector 7 Dwarka, Delhi",1700,Ready to move,1.4,,,South/West/Central Delhi
3 BHK Apartment,"Sector 4 Dwarka, Delhi",1700,Ready to move,1.5,,,South/West/Central Delhi
2 BHK Apartment,"Dwarka Mor, Delhi",540,Ready to move,25.5,,,South-West Delhi
2 BHK Apartment,"Dwarka Mor, Delhi",500,Ready to move,25.5,,,South-West Delhi
3 BHK Independent Floor,"Dwarka Mor, Delhi",810,Ready to move,42,,,South-West Delhi
2 BHK Apartment,"Dwarka Mor, Delhi",495,Ready to move,24.5,,,South-West Delhi
2 BHK Independent Floor,,540,Ready to move,26,,,South-West Delhi
2 BHK Independent Floor,,540,Ready to move,26,,,South-West Delhi
3 BHK Independent Floor,,810,Ready to move,45,,,South-West Delhi
3 BHK Independent Floor,,800,Ready to move,70,,,South-West Delhi
3 BHK Independent Floor,,950,Ready to move,65.25,,,South-West Delhi
3 BHK Independent Floor,,1100,Ready to move,1.15,,,South/West/Central Delhi
4 BHK Independent Floor,,1800,Ready to move,1.8,,,South/West/Central Delhi
3 BHK Independent Floor,,1000,Ready to move,70,,,South-West Delhi
4 BHK Independent Floor,,1500,Ready to move,1.1,,,South/West/Central Delhi
4 BHK Apartment,,2400,Ready to move,3.15,,,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.6,,,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.78,,,South/West/Central Delhi
3 BHK Apartment,,1600,Ready to move,1.45,,,South/West/Central Delhi
3 BHK Apartment,,1800,Ready to move,2.35,,,South/West/Central Delhi
3 BHK Apartment,,1750,Ready to move,2,,,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.7,,,South/West/Central Delhi
4 BHK Apartment,,2400,Ready to move,2.15,,,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.63,,,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.45,,,South/West/Central Delhi
3 BHK Apartment,,1700,Ready to move,1.98,,,South/West/Central Delhi
